paths,target,contrast,energy,homogeneity,correlation,dissimilarity
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1-rotated2.jpg,fracture,59.60923423,0.182096064,0.589218631,0.984494656,3.298423423
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1-rotated3.jpg,fracture,66.18462436,0.175418349,0.598254597,0.982493798,2.900398166
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1.jpg,fracture,80.19936454,0.177780171,0.607789612,0.978344578,2.96842825
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated1-rotated2.jpg,fracture,54.08986889,0.196749801,0.590148297,0.985371322,3.513533623
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated1.jpg,fracture,61.04767938,0.190831825,0.597209764,0.983917615,3.330417471
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated3-rotated1.jpg,fracture,54.9424268,0.173525394,0.595481033,0.985590003,2.79655325
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated3-rotated2.jpg,fracture,54.90675273,0.172173978,0.598292118,0.985459243,2.699304215
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated3.jpg,fracture,93.39872909,0.179405053,0.612183856,0.974449688,2.884250322
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2.jpg,fracture,62.28583494,0.190801899,0.632527525,0.982710906,2.832006113
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated1-rotated3.jpg,fracture,77.57414334,0.199515348,0.587774699,0.978812666,4.074062902
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated1.jpg,fracture,92.831986,0.182110573,0.590166307,0.975280702,3.597309363
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated2-rotated1.jpg,fracture,69.49109154,0.188544991,0.614955617,0.981259585,2.915399775
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated2-rotated2.jpg,fracture,54.76164334,0.195517567,0.584839524,0.985126019,3.54486406
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated2-rotated3.jpg,fracture,67.78312017,0.186131262,0.586440395,0.981701782,3.40293195
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated2.jpg,fracture,70.56432995,0.199825353,0.593289254,0.980784373,3.921513031
./pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated3.jpg,fracture,105.3336551,0.20786774,0.588076306,0.971601708,4.645310489
./pages/models/Bone Fracture Detection/Baseline/fracture/106.jpg,fracture,25.41223903,0.142234859,0.580105953,0.99298175,2.130367642
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated1-rotated3.jpg,fracture,131.2733872,0.171155289,0.490675452,0.967287858,4.60905325
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated2-rotated3.jpg,fracture,126.250925,0.158442995,0.494204761,0.967661029,4.310971686
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated3-rotated2.jpg,fracture,140.3013393,0.155724943,0.496615197,0.964227561,4.644566441
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated3-rotated3.jpg,fracture,164.6211993,0.182219725,0.471202317,0.960566845,5.465874356
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated3.jpg,fracture,138.5208937,0.132425283,0.519710756,0.958060825,4.007742117
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated1-rotated2.jpg,fracture,124.8084178,0.138614206,0.523387802,0.965950431,3.965793919
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated1-rotated3.jpg,fracture,131.8914897,0.16553769,0.487286431,0.967178034,4.5877574
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated2-rotated2.jpg,fracture,152.3312218,0.133870065,0.528317572,0.956306833,4.241332851
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated2-rotated3.jpg,fracture,169.2355816,0.177431352,0.48326572,0.959070862,5.234616313
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated2.jpg,fracture,159.000744,0.129459329,0.490521957,0.95541002,4.662705116
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated3-rotated1.jpg,fracture,129.5936092,0.151483532,0.486549261,0.9671218,4.382782336
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated3-rotated2.jpg,fracture,148.0561253,0.175512962,0.472240261,0.964504292,5.168617278
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated3-rotated3.jpg,fracture,157.5375845,0.180825412,0.472528953,0.962380285,5.477658462
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated3.jpg,fracture,181.3127413,0.166953638,0.484942644,0.955131139,5.34841538
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated1-rotated2.jpg,fracture,150.8926158,0.164555867,0.478194378,0.962606286,5.09507722
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated1-rotated3.jpg,fracture,149.4337798,0.160928175,0.478844105,0.962696087,5.033763674
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated1.jpg,fracture,152.3923745,0.128380179,0.514203338,0.956333596,4.287403475
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated2-rotated2.jpg,fracture,154.6862331,0.161863869,0.471412568,0.962056919,5.233329311
./pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated3-rotated3.jpg,fracture,134.0530084,0.156907935,0.497767761,0.966212679,4.56615991
./pages/models/Bone Fracture Detection/Baseline/fracture/107.jpg,fracture,40.70644947,0.209680766,0.642951118,0.986279883,2.017900952
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated1-rotated1.jpg,fracture,133.5832529,0.202800316,0.592548867,0.971475838,3.621259653
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated1-rotated3.jpg,fracture,127.2234958,0.189594346,0.591549384,0.974675864,3.573359073
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated1.jpg,fracture,149.9645069,0.197114383,0.617233043,0.965570942,3.505127896
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated2-rotated1.jpg,fracture,123.5754907,0.21369483,0.62672507,0.973339826,3.319699163
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated2-rotated2.jpg,fracture,125.4927606,0.196344884,0.596947305,0.974299279,3.527107465
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated2-rotated3.jpg,fracture,125.5817246,0.189728063,0.583804161,0.974734366,3.639277671
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated3-rotated2.jpg,fracture,131.3700531,0.181969351,0.567298407,0.974338809,3.861204955
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1.jpg,fracture,191.5354931,0.251730257,0.640103711,0.95480121,3.690295206
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated1-rotated1.jpg,fracture,148.2188707,0.203337645,0.613994997,0.968734845,3.589486808
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated2-rotated1.jpg,fracture,127.9202059,0.186656323,0.574648781,0.974430862,3.777308559
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated2-rotated3.jpg,fracture,127.6395592,0.175321674,0.602200298,0.973723954,3.543315637
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated2.jpg,fracture,156.0319739,0.193531078,0.564871669,0.968739849,4.0625
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated3-rotated2.jpg,fracture,126.8817769,0.189251343,0.554385726,0.975344577,4.049569659
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated3-rotated3.jpg,fracture,140.3802687,0.195222384,0.534254829,0.973904194,4.619047619
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated1-rotated1.jpg,fracture,151.6210988,0.196606283,0.574766327,0.968576141,3.966216216
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated1-rotated3.jpg,fracture,143.4297378,0.198582727,0.539334714,0.973124291,4.664173102
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated1.jpg,fracture,151.3769908,0.191197242,0.567768361,0.969597342,4.026484073
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated2-rotated1.jpg,fracture,129.4869088,0.198137292,0.58415145,0.972796709,3.678269788
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated2-rotated2.jpg,fracture,128.0999638,0.180543829,0.60878578,0.972464313,3.497808076
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated2-rotated3.jpg,fracture,135.8476914,0.190349446,0.55088486,0.97380792,4.306708494
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated3-rotated1.jpg,fracture,136.8794643,0.192691753,0.550001098,0.973530692,4.289333977
./pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated3.jpg,fracture,150.12132,0.197498743,0.615546901,0.970396662,3.645652349
./pages/models/Bone Fracture Detection/Baseline/fracture/108.jpg,fracture,33.59082889,0.357252534,0.743561154,0.992032467,1.353280683
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated1-rotated1.jpg,fracture,244.7740911,0.243420084,0.609020268,0.936192766,4.302887709
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated1-rotated2.jpg,fracture,170.5358752,0.248312631,0.615985015,0.955164183,4.049911519
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated1-rotated3.jpg,fracture,250.6333856,0.244230946,0.612135074,0.934961359,4.361989221
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated1.jpg,fracture,244.9818211,0.253127814,0.655136972,0.937667069,3.846806628
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated2-rotated3.jpg,fracture,193.7088964,0.254631644,0.659461684,0.951325684,3.521356178
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated3-rotated3.jpg,fracture,109.406069,0.243584069,0.610177994,0.970958717,3.674127252
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated3.jpg,fracture,272.5428129,0.259267447,0.657350178,0.929104236,3.887729247
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1.jpg,fracture,349.4168879,0.262020203,0.655758613,0.911159673,4.264056467
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated1-rotated1.jpg,fracture,195.074626,0.246888624,0.616891391,0.948979526,4.096786519
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated1-rotated2.jpg,fracture,230.5633044,0.253616499,0.664588284,0.941109767,3.643018018
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated2-rotated1.jpg,fracture,268.6167954,0.250834379,0.631478177,0.931363632,4.321307915
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated2-rotated2.jpg,fracture,269.7193131,0.253298351,0.633160399,0.930891012,4.293476512
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated2.jpg,fracture,314.1250603,0.255186722,0.629618441,0.919723121,4.566783301
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated3.jpg,fracture,313.6096364,0.256040845,0.631091611,0.919484581,4.534065315
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated2-rotated1.jpg,fracture,153.838059,0.247220595,0.646739814,0.959808425,3.271496943
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated2-rotated2.jpg,fracture,156.4319498,0.246690115,0.64249896,0.959171212,3.37833816
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated3-rotated1.jpg,fracture,269.618746,0.244318427,0.648318893,0.931348239,3.962254665
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated3-rotated3.jpg,fracture,267.8131636,0.241671109,0.644258376,0.931827851,3.957991474
./pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated3.jpg,fracture,234.4385256,0.240729203,0.606971251,0.939040002,4.435308076
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated1-rotated2.jpg,fracture,113.7870214,0.355114176,0.641446312,0.9740421,3.671633687
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated1-rotated3.jpg,fracture,71.95827301,0.380963522,0.740174079,0.983964604,2.161176802
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated1.jpg,fracture,89.91228282,0.359607639,0.661309532,0.97954143,3.276101995
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated3-rotated1.jpg,fracture,108.7659065,0.350345819,0.645780388,0.975187502,3.547317407
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated3-rotated2.jpg,fracture,128.8712798,0.359050027,0.656461808,0.971134115,3.868102477
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated3-rotated3.jpg,fracture,75.36502574,0.363895644,0.667993365,0.982814441,3.05485843
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated3.jpg,fracture,81.87186293,0.375798796,0.726686295,0.981813905,2.460223616
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated1-rotated1.jpg,fracture,82.46611567,0.375022099,0.737260268,0.981549992,2.255851834
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated1-rotated2.jpg,fracture,84.47566763,0.356277512,0.69192138,0.980976493,2.759411197
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated1-rotated3.jpg,fracture,85.40452059,0.370483494,0.688932241,0.981010722,2.826616795
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated1.jpg,fracture,135.1417913,0.362543616,0.652186015,0.969834964,4.01663047
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated2-rotated1.jpg,fracture,87.77559926,0.3658307,0.714348945,0.980300984,2.576315154
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated2.jpg,fracture,139.6622426,0.362461918,0.661074905,0.969073782,4.034025097
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated3-rotated1.jpg,fracture,133.1129746,0.355531062,0.65162622,0.97000152,3.776544402
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated3-rotated2.jpg,fracture,133.1129746,0.355531062,0.65162622,0.97000152,3.776544402
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated3-rotated3.jpg,fracture,130.419844,0.361817297,0.65993092,0.970880306,3.916143822
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated3.jpg,fracture,90.10989784,0.370386792,0.656547083,0.979512829,3.424328346
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2.jpg,fracture,159.2871823,0.365666099,0.648020919,0.964384591,4.234093468
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated1-rotated1.jpg,fracture,128.9733551,0.360469558,0.655085171,0.971716688,4.048966377
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated1-rotated2.jpg,fracture,123.4300796,0.351534149,0.646542203,0.972587604,3.93052204
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated1-rotated3.jpg,fracture,126.319297,0.365334652,0.649255298,0.972385887,4.136221042
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated1.jpg,fracture,90.54206885,0.368331293,0.661009761,0.97938426,3.31117278
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated2-rotated1.jpg,fracture,120.5391128,0.354181426,0.636488839,0.973028069,3.910412645
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated2-rotated2.jpg,fracture,91.00790299,0.357373675,0.649773758,0.979647573,3.409728925
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated3-rotated1.jpg,fracture,127.8986486,0.360561093,0.659723886,0.97185769,4.016811454
./pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated3.jpg,fracture,76.46742278,0.37861393,0.729028124,0.983061317,2.418315637
./pages/models/Bone Fracture Detection/Baseline/fracture/11.jpg,fracture,10.61926384,0.421449741,0.848613634,0.997609026,0.605519802
./pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated1-rotated2-rotated1.jpg,fracture,136.0922217,0.15586847,0.549822774,0.975041746,4.132842664
./pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated1-rotated2-rotated3.jpg,fracture,120.1125322,0.165580363,0.556922915,0.979596523,3.894747426
./pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated1-rotated2.jpg,fracture,108.7316602,0.163841247,0.561968749,0.980858774,3.763996139
